date,site_code,pm2.5,no2,o3,temp,ws,wd,year,month,day_of_week,is_weekend,season,post_ulez,pm25_category
2019-06-25,HRL,1.28,5.28,33.63,19.1,3.6,317,2019,6,Tue,FALSE,Summer,FALSE,Good
2019-06-26,HRL,1.01,5,47.52,19.2,8.2,3,2019,6,Wed,FALSE,Summer,FALSE,Good
2019-06-27,HRL,5.33,31.55,32.76,16.8,3.8,288,2019,6,Thu,FALSE,Summer,FALSE,Good
2019-06-28,HRL,3.7,5,39.02,18,3.8,277,2019,6,Fri,FALSE,Summer,FALSE,Good
2019-06-29,HRL,4.08,5,39.24,17.2,3.1,26,2019,6,Sat,TRUE,Summer,FALSE,Good
2019-06-30,HRL,1.36,5,41.56,20.2,2.6,120,2019,6,Sun,TRUE,Summer,FALSE,Good
2019-07-01,HRL,2.69,9.39,41.21,18.1,4.8,359,2019,7,Mon,FALSE,Summer,FALSE,Good
2019-07-02,HRL,2.78,5,41.41,17.1,6,254,2019,7,Tue,FALSE,Summer,FALSE,Good
2019-07-03,HRL,7.54,15.09,42.14,15.9,4.3,77,2019,7,Wed,FALSE,Summer,FALSE,Good
2019-07-04,HRL,1,5,51.32,19.8,2.2,83,2019,7,Thu,FALSE,Summer,FALSE,Good
2019-07-05,HRL,1.81,5,45.11,16.9,7.6,334,2019,7,Fri,FALSE,Summer,FALSE,Good
2019-07-06,HRL,1,11.74,34.08,16.9,11.5,98,2019,7,Sat,TRUE,Summer,FALSE,Good
2019-07-07,HRL,3.2,5,34.07,16.9,3.4,1,2019,7,Sun,TRUE,Summer,FALSE,Good
2019-07-08,HRL,1.55,9.21,43.44,19.5,2.6,63,2019,7,Mon,FALSE,Summer,FALSE,Good
2019-07-09,HRL,7.98,20.18,35.88,17.8,13,217,2019,7,Tue,FALSE,Summer,FALSE,Good
2019-07-10,HRL,5.87,12.58,36.98,19,4.1,205,2019,7,Wed,FALSE,Summer,FALSE,Good
2019-07-11,HRL,2.3,5,55.52,16.2,2.6,336,2019,7,Thu,FALSE,Summer,FALSE,Good
2019-07-12,HRL,1,7.27,39.4,19.9,8.4,38,2019,7,Fri,FALSE,Summer,FALSE,Good
2019-07-13,HRL,2.4,10.96,36.49,20.8,3.5,275,2019,7,Sat,TRUE,Summer,FALSE,Good
2019-07-14,HRL,1,17.53,37.23,19.9,3.3,279,2019,7,Sun,TRUE,Summer,FALSE,Good
2019-07-15,HRL,2.14,8.9,40.4,19.4,2.9,330,2019,7,Mon,FALSE,Summer,FALSE,Good
2019-07-16,HRL,2.52,20.46,36.8,14.5,2.6,107,2019,7,Tue,FALSE,Summer,FALSE,Good
2019-07-17,HRL,6.81,25.78,40.98,15.5,1.3,302,2019,7,Wed,FALSE,Summer,FALSE,Good
2019-07-18,HRL,1,5,46.99,17.8,3.8,161,2019,7,Thu,FALSE,Summer,FALSE,Good
2019-07-19,HRL,1,5.48,41.84,16.5,2.2,239,2019,7,Fri,FALSE,Summer,FALSE,Good
2019-07-20,HRL,1,5,49.6,18.7,3,150,2019,7,Sat,TRUE,Summer,FALSE,Good
2019-07-21,HRL,1.5,12.04,38.35,14.8,2,243,2019,7,Sun,TRUE,Summer,FALSE,Good
2019-07-22,HRL,4.98,16.62,27.2,18.9,2.9,263,2019,7,Mon,FALSE,Summer,FALSE,Good
2019-07-23,HRL,5.45,16.31,47.69,16,1.5,90,2019,7,Tue,FALSE,Summer,FALSE,Good
2019-07-24,HRL,6.83,14.63,50.88,16.9,1.8,4,2019,7,Wed,FALSE,Summer,FALSE,Good
2019-07-25,HRL,1,5,40.62,16.1,9.6,303,2019,7,Thu,FALSE,Summer,FALSE,Good
2019-07-26,HRL,1.61,16.11,40.62,16.6,4.8,338,2019,7,Fri,FALSE,Summer,FALSE,Good
2019-07-27,HRL,5.79,16.18,48.48,17.8,3,322,2019,7,Sat,TRUE,Summer,FALSE,Good
2019-07-28,HRL,1.01,5,48.43,17.7,6.9,14,2019,7,Sun,TRUE,Summer,FALSE,Good
2019-07-29,HRL,8.4,29.43,43.27,17.6,1.5,163,2019,7,Mon,FALSE,Summer,FALSE,Good
2019-07-30,HRL,4.68,18.46,35.55,12.2,3.2,2,2019,7,Tue,FALSE,Summer,FALSE,Good
2019-07-31,HRL,1,14.77,40.18,16.1,5.3,78,2019,7,Wed,FALSE,Summer,FALSE,Good
2019-08-01,HRL,1,5.91,49.54,16.4,4,316,2019,8,Thu,FALSE,Summer,FALSE,Good
2019-08-02,HRL,9.67,24.13,37.24,17.1,2.5,163,2019,8,Fri,FALSE,Summer,FALSE,Good
2019-08-03,HRL,1,5,47.27,12.2,5.2,215,2019,8,Sat,TRUE,Summer,FALSE,Good
2019-08-04,HRL,3.12,6.34,51.18,19.1,9.1,74,2019,8,Sun,TRUE,Summer,FALSE,Good
2019-08-05,HRL,6.23,6.24,45.76,13.6,3.2,176,2019,8,Mon,FALSE,Summer,FALSE,Good
2019-08-06,HRL,1,5,40.59,19,3.1,318,2019,8,Tue,FALSE,Summer,FALSE,Good
2019-08-07,HRL,7.95,37.21,41.74,20.2,6,117,2019,8,Wed,FALSE,Summer,FALSE,Good
2019-08-08,HRL,4.46,11.7,42.34,15.5,2.2,163,2019,8,Thu,FALSE,Summer,FALSE,Good
2019-08-09,HRL,1.66,5,38,13.4,2.6,175,2019,8,Fri,FALSE,Summer,FALSE,Good
2019-08-10,HRL,8.26,14.57,40.48,16.1,1.8,102,2019,8,Sat,TRUE,Summer,FALSE,Good
2019-08-11,HRL,1,5,53.19,15.5,6.1,94,2019,8,Sun,TRUE,Summer,FALSE,Good
2019-08-12,HRL,6.42,20.63,31.45,17.1,1.9,197,2019,8,Mon,FALSE,Summer,FALSE,Good
2019-08-13,HRL,4.09,5,41.63,14.5,7,320,2019,8,Tue,FALSE,Summer,FALSE,Good
2019-08-14,HRL,4.83,14.22,41.73,14,5.7,85,2019,8,Wed,FALSE,Summer,FALSE,Good
2019-08-15,HRL,4.81,5,44.11,14.6,3.1,247,2019,8,Thu,FALSE,Summer,FALSE,Good
2019-08-16,HRL,9.8,50.86,39.96,12.7,3.9,279,2019,8,Fri,FALSE,Summer,FALSE,Good
2019-08-17,HRL,1,5.17,32.97,14.3,2.9,298,2019,8,Sat,TRUE,Summer,FALSE,Good
2019-08-18,HRL,1,5,41.83,13.3,5.9,167,2019,8,Sun,TRUE,Summer,FALSE,Good
2019-08-19,HRL,1,5,43.84,11.8,6,47,2019,8,Mon,FALSE,Summer,FALSE,Good
2019-08-20,HRL,5.47,19.71,31.46,14.4,2,108,2019,8,Tue,FALSE,Summer,FALSE,Good
2019-08-21,HRL,5.34,10.27,38.85,7.7,7.6,55,2019,8,Wed,FALSE,Summer,FALSE,Good
2019-08-22,HRL,1.45,5,43.89,11.1,5.9,356,2019,8,Thu,FALSE,Summer,FALSE,Good
2019-08-23,HRL,5.11,7.74,39.77,12.9,4.5,310,2019,8,Fri,FALSE,Summer,FALSE,Good
2019-08-24,HRL,4.08,6.11,42.17,12.7,3.5,50,2019,8,Sat,TRUE,Summer,FALSE,Good
2019-08-25,HRL,1.17,7.78,49.03,10.8,2.2,213,2019,8,Sun,TRUE,Summer,FALSE,Good
2019-08-26,HRL,1,5,48.96,18.8,4,112,2019,8,Mon,FALSE,Summer,FALSE,Good
2019-08-27,HRL,7.49,8.84,53.47,13.1,4.3,338,2019,8,Tue,FALSE,Summer,FALSE,Good
2019-08-28,HRL,3.88,5,42.61,18.2,3.2,88,2019,8,Wed,FALSE,Summer,FALSE,Good
2019-08-29,HRL,3.24,5,43.49,12.3,4.5,345,2019,8,Thu,FALSE,Summer,FALSE,Good
2019-08-30,HRL,1,5,38.7,13.5,2.9,277,2019,8,Fri,FALSE,Summer,FALSE,Good
2019-08-31,HRL,3.28,14.6,45.12,13.6,2.7,199,2019,8,Sat,TRUE,Summer,FALSE,Good
2019-09-01,HRL,2.13,5,44.99,9.9,2.2,112,2019,9,Sun,TRUE,Autumn,FALSE,Good
2019-09-02,HRL,2.34,5.05,49.32,12.6,5.9,224,2019,9,Mon,FALSE,Autumn,FALSE,Good
2019-09-03,HRL,3.55,5,47.3,12.7,3.9,34,2019,9,Tue,FALSE,Autumn,FALSE,Good
2019-09-04,HRL,6.07,21.33,35.82,9.8,2.4,6,2019,9,Wed,FALSE,Autumn,FALSE,Good
2019-09-05,HRL,6.07,23.44,47.56,11.8,5.3,316,2019,9,Thu,FALSE,Autumn,FALSE,Good
2019-09-06,HRL,5.84,31.07,37.98,12.1,6.4,113,2019,9,Fri,FALSE,Autumn,FALSE,Good
2019-09-07,HRL,4.26,9.71,43.35,11.8,4.4,357,2019,9,Sat,TRUE,Autumn,FALSE,Good
2019-09-08,HRL,3.78,10.99,40.1,13.5,8.6,164,2019,9,Sun,TRUE,Autumn,FALSE,Good
2019-09-09,HRL,6.16,7.76,40.98,8.6,3.8,209,2019,9,Mon,FALSE,Autumn,FALSE,Good
2019-09-10,HRL,6.98,20.15,51.14,11.7,4.9,7,2019,9,Tue,FALSE,Autumn,FALSE,Good
2019-09-11,HRL,4.57,5.7,50.35,10.9,4.6,252,2019,9,Wed,FALSE,Autumn,FALSE,Good
2019-09-12,HRL,3.36,16.47,40.22,7,2,103,2019,9,Thu,FALSE,Autumn,FALSE,Good
2019-09-13,HRL,7.92,32.26,31.48,13.3,4.1,66,2019,9,Fri,FALSE,Autumn,FALSE,Good
2019-09-14,HRL,2.26,5,52.91,7.4,6.3,204,2019,9,Sat,TRUE,Autumn,FALSE,Good
2019-09-15,HRL,5.6,25.65,31.29,13.9,2.9,350,2019,9,Sun,TRUE,Autumn,FALSE,Good
2019-09-16,HRL,6.25,15.47,36.35,9.7,1.7,88,2019,9,Mon,FALSE,Autumn,FALSE,Good
2019-09-17,HRL,4.5,23.88,36.74,10.6,1.4,234,2019,9,Tue,FALSE,Autumn,FALSE,Good
2019-09-18,HRL,4.8,18.79,41.06,6.7,3.6,335,2019,9,Wed,FALSE,Autumn,FALSE,Good
2019-09-19,HRL,3.21,15.23,41.97,8.3,9.9,52,2019,9,Thu,FALSE,Autumn,FALSE,Good
2019-09-20,HRL,10.66,50,42.44,9.5,4,353,2019,9,Fri,FALSE,Autumn,FALSE,Moderate
2019-09-21,HRL,2.19,5,38.93,12.7,2,319,2019,9,Sat,TRUE,Autumn,FALSE,Good
2019-09-22,HRL,2.45,11.54,43.64,8.6,3.9,75,2019,9,Sun,TRUE,Autumn,FALSE,Good
2019-09-23,HRL,9.2,35.06,36.07,7.6,3.2,103,2019,9,Mon,FALSE,Autumn,FALSE,Good
2019-09-24,HRL,6.2,22.58,39.57,9.1,10,60,2019,9,Tue,FALSE,Autumn,FALSE,Good
2019-09-25,HRL,8.28,6.19,41.41,9.9,1.3,209,2019,9,Wed,FALSE,Autumn,FALSE,Good
2019-09-26,HRL,9.2,32.92,34.72,11.3,10.3,251,2019,9,Thu,FALSE,Autumn,FALSE,Good
2019-09-27,HRL,8.06,27.95,31.34,8.7,2.6,295,2019,9,Fri,FALSE,Autumn,FALSE,Good
2019-09-28,HRL,1.04,5,44.51,9.7,5,227,2019,9,Sat,TRUE,Autumn,FALSE,Good
2019-09-29,HRL,6.72,16.94,47.59,7.1,2.9,46,2019,9,Sun,TRUE,Autumn,FALSE,Good
2019-09-30,HRL,11.49,30.75,31.65,12.7,3.4,196,2019,9,Mon,FALSE,Autumn,FALSE,Moderate
2019-10-01,HRL,4.25,5,36.06,7.3,5.4,47,2019,10,Tue,FALSE,Autumn,FALSE,Good
2019-10-02,HRL,5.85,9.91,32.24,9.1,10.3,23,2019,10,Wed,FALSE,Autumn,FALSE,Good
2019-10-03,HRL,4.65,10.91,45.2,7,4,270,2019,10,Thu,FALSE,Autumn,FALSE,Good
2019-10-04,HRL,7.15,26.53,32.74,13.8,3.3,216,2019,10,Fri,FALSE,Autumn,FALSE,Good
2019-10-05,HRL,4.09,13.74,35.35,8,2.7,329,2019,10,Sat,TRUE,Autumn,FALSE,Good
2019-10-06,HRL,3.33,5,36.89,10.6,6,8,2019,10,Sun,TRUE,Autumn,FALSE,Good
2019-10-07,HRL,3.45,5,45.5,6.6,9.9,27,2019,10,Mon,FALSE,Autumn,FALSE,Good
2019-10-08,HRL,11,33.22,43.88,8.4,3.8,91,2019,10,Tue,FALSE,Autumn,FALSE,Moderate
2019-10-09,HRL,7.16,13.48,42.7,7.7,6.6,82,2019,10,Wed,FALSE,Autumn,FALSE,Good
2019-10-10,HRL,13.8,50.32,32.51,8.2,9.4,226,2019,10,Thu,FALSE,Autumn,FALSE,Moderate
2019-10-11,HRL,2.34,24.39,25.15,8.8,11,300,2019,10,Fri,FALSE,Autumn,FALSE,Good
2019-10-12,HRL,1,5,39.35,4.2,3.5,30,2019,10,Sat,TRUE,Autumn,FALSE,Good
2019-10-13,HRL,7.4,22.03,40.27,8.4,1.8,191,2019,10,Sun,TRUE,Autumn,FALSE,Good
2019-10-14,HRL,13.48,35.5,35.51,6.4,11,341,2019,10,Mon,FALSE,Autumn,FALSE,Moderate
2019-10-15,HRL,2.4,7.7,41.93,11.6,4.4,247,2019,10,Tue,FALSE,Autumn,FALSE,Good
2019-10-16,HRL,10.64,27.31,47.6,3.1,3.7,50,2019,10,Wed,FALSE,Autumn,FALSE,Moderate
2019-10-17,HRL,9.16,21.65,40,3.8,6.5,33,2019,10,Thu,FALSE,Autumn,FALSE,Good
2019-10-18,HRL,7.69,19.96,42.57,6.5,3.3,240,2019,10,Fri,FALSE,Autumn,FALSE,Good
2019-10-19,HRL,2.22,11.56,36.18,3.9,2.9,59,2019,10,Sat,TRUE,Autumn,FALSE,Good
2019-10-20,HRL,9.87,24.57,38.52,5,5.6,129,2019,10,Sun,TRUE,Autumn,FALSE,Good
2019-10-21,HRL,10.26,38.76,28.9,0.4,4.7,97,2019,10,Mon,FALSE,Autumn,FALSE,Moderate
2019-10-22,HRL,7.38,18.92,42.89,3.4,7.3,236,2019,10,Tue,FALSE,Autumn,FALSE,Good
2019-10-23,HRL,10.84,30.97,26.25,7.3,3.2,169,2019,10,Wed,FALSE,Autumn,FALSE,Moderate
2019-10-24,HRL,10.88,29.49,37.54,1.8,5.7,298,2019,10,Thu,FALSE,Autumn,FALSE,Moderate
2019-10-25,HRL,2.96,5,39.26,4.9,4.6,350,2019,10,Fri,FALSE,Autumn,FALSE,Good
2019-10-26,HRL,7.46,5.69,47.7,2.1,3.6,199,2019,10,Sat,TRUE,Autumn,FALSE,Good
2019-10-27,HRL,6.67,25.03,45.01,5.7,0.9,65,2019,10,Sun,TRUE,Autumn,FALSE,Good
2019-10-28,HRL,4.35,10.79,43.73,1.3,4.2,191,2019,10,Mon,FALSE,Autumn,FALSE,Good
2019-10-29,HRL,12.14,21.25,38.95,4.3,3,356,2019,10,Tue,FALSE,Autumn,FALSE,Moderate
2019-10-30,HRL,9.22,20.1,32.65,6.5,3.4,46,2019,10,Wed,FALSE,Autumn,FALSE,Good
2019-10-31,HRL,16.15,44.31,29.78,7.1,4.7,299,2019,10,Thu,FALSE,Autumn,FALSE,Moderate
2019-11-01,HRL,11.48,41.2,42.84,5.1,5.5,55,2019,11,Fri,FALSE,Autumn,FALSE,Moderate
2019-11-02,HRL,4.11,14.53,41.65,5.8,2.8,47,2019,11,Sat,TRUE,Autumn,FALSE,Good
2019-11-03,HRL,6.25,5,32.12,6.3,1.3,148,2019,11,Sun,TRUE,Autumn,FALSE,Good
2019-11-04,HRL,10.56,24.77,41.1,2.1,5.8,36,2019,11,Mon,FALSE,Autumn,FALSE,Moderate
2019-11-05,HRL,13.81,33.06,32.39,3.8,4.8,108,2019,11,Tue,FALSE,Autumn,FALSE,Moderate
2019-11-06,HRL,4.8,5,43.02,6.8,4.5,271,2019,11,Wed,FALSE,Autumn,FALSE,Good
2019-11-07,HRL,6.48,25.07,29.65,3.8,2,242,2019,11,Thu,FALSE,Autumn,FALSE,Good
2019-11-08,HRL,12.38,23.88,32.31,5.1,7.3,155,2019,11,Fri,FALSE,Autumn,FALSE,Moderate
2019-11-09,HRL,5.32,14.79,31.19,3.2,3.1,321,2019,11,Sat,TRUE,Autumn,FALSE,Good
2019-11-10,HRL,4.32,13.7,52.04,2.9,6.2,228,2019,11,Sun,TRUE,Autumn,FALSE,Good
2019-11-11,HRL,11.7,18.85,34.95,5.4,4.9,254,2019,11,Mon,FALSE,Autumn,FALSE,Moderate
2019-11-12,HRL,6.97,17.27,43.26,7,14.5,27,2019,11,Tue,FALSE,Autumn,FALSE,Good
2019-11-13,HRL,13.45,43.22,35.6,0.2,8.1,185,2019,11,Wed,FALSE,Autumn,FALSE,Moderate
2019-11-14,HRL,10.99,36.93,15.72,4.6,2.7,245,2019,11,Thu,FALSE,Autumn,FALSE,Moderate
2019-11-15,HRL,12.29,25.58,41.07,5.1,5.1,38,2019,11,Fri,FALSE,Autumn,FALSE,Moderate
2019-11-16,HRL,12.45,34.17,35.22,4.3,5.4,243,2019,11,Sat,TRUE,Autumn,FALSE,Moderate
2019-11-17,HRL,9.29,5,54.32,8.5,4.2,343,2019,11,Sun,TRUE,Autumn,FALSE,Good
2019-11-18,HRL,11.03,37.75,20.34,3.1,2.6,88,2019,11,Mon,FALSE,Autumn,FALSE,Moderate
2019-11-19,HRL,14.93,52.29,26.77,0.8,3.7,318,2019,11,Tue,FALSE,Autumn,FALSE,Moderate
2019-11-20,HRL,9.34,33.16,41.96,6.4,3.3,171,2019,11,Wed,FALSE,Autumn,FALSE,Good
2019-11-21,HRL,12.78,38.33,39.22,2,3.5,314,2019,11,Thu,FALSE,Autumn,FALSE,Moderate
2019-11-22,HRL,12.2,27.82,37.35,-0.4,2.7,200,2019,11,Fri,FALSE,Autumn,FALSE,Moderate
2019-11-23,HRL,15.59,41.74,27.82,0.5,1.9,287,2019,11,Sat,TRUE,Autumn,FALSE,Moderate
2019-11-24,HRL,12.75,28.68,27.39,4.7,13.8,154,2019,11,Sun,TRUE,Autumn,FALSE,Moderate
2019-11-25,HRL,7.59,21.85,43.97,3.9,6.4,301,2019,11,Mon,FALSE,Autumn,FALSE,Good
2019-11-26,HRL,12.29,27.96,30.07,2.2,4.5,270,2019,11,Tue,FALSE,Autumn,FALSE,Moderate
2019-11-27,HRL,14.61,55.02,23.94,0.7,3.8,78,2019,11,Wed,FALSE,Autumn,FALSE,Moderate
2019-11-28,HRL,12.83,43.81,25.73,1.5,3.4,99,2019,11,Thu,FALSE,Autumn,FALSE,Moderate
2019-11-29,HRL,10.43,34.12,29.83,1.4,3.5,186,2019,11,Fri,FALSE,Autumn,FALSE,Moderate
2019-11-30,HRL,10.15,25.56,38.03,3.3,5.4,83,2019,11,Sat,TRUE,Autumn,FALSE,Moderate
2019-12-01,HRL,5.6,5,48.26,2,5.7,126,2019,12,Sun,TRUE,Winter,FALSE,Good
2019-12-02,HRL,11.45,30.08,36,4.7,2.5,92,2019,12,Mon,FALSE,Winter,FALSE,Moderate
2019-12-03,HRL,14.26,42.64,30.17,2,4.6,278,2019,12,Tue,FALSE,Winter,FALSE,Moderate
2019-12-04,HRL,16.2,53,31.35,1,5.7,237,2019,12,Wed,FALSE,Winter,FALSE,Moderate
2019-12-05,HRL,15.53,42.03,41.43,2.7,3.2,165,2019,12,Thu,FALSE,Winter,FALSE,Moderate
2019-12-06,HRL,14.13,45.53,25.7,2.1,8.4,333,2019,12,Fri,FALSE,Winter,FALSE,Moderate
2019-12-07,HRL,14.25,40.81,39.37,3,5.6,89,2019,12,Sat,TRUE,Winter,FALSE,Moderate
2019-12-08,HRL,8.9,27.72,48.1,2.5,3,194,2019,12,Sun,TRUE,Winter,FALSE,Good
2019-12-09,HRL,12.54,43.15,37.08,1.1,5.3,306,2019,12,Mon,FALSE,Winter,FALSE,Moderate
2019-12-10,HRL,12.05,29.36,28.38,-0.8,3.1,83,2019,12,Tue,FALSE,Winter,FALSE,Moderate
2019-12-11,HRL,12.76,41.61,33.72,2.5,4.2,319,2019,12,Wed,FALSE,Winter,FALSE,Moderate
2019-12-12,HRL,16.19,50.53,29.1,4.8,2.4,242,2019,12,Thu,FALSE,Winter,FALSE,Moderate
2019-12-13,HRL,12.59,44.18,32.14,-1.9,6.2,180,2019,12,Fri,FALSE,Winter,FALSE,Moderate
2019-12-14,HRL,9.75,31.32,30.85,0.5,3.8,158,2019,12,Sat,TRUE,Winter,FALSE,Good
2019-12-15,HRL,11.95,26.69,43.73,2.3,4.2,156,2019,12,Sun,TRUE,Winter,FALSE,Moderate
2019-12-16,HRL,10.75,21.98,31.21,2,2.2,16,2019,12,Mon,FALSE,Winter,FALSE,Moderate
2019-12-17,HRL,16.16,51.36,22.86,3.3,4.9,325,2019,12,Tue,FALSE,Winter,FALSE,Moderate
2019-12-18,HRL,8.1,25.79,32.58,0.7,4.3,127,2019,12,Wed,FALSE,Winter,FALSE,Good
2019-12-19,HRL,12.57,30.56,26.73,1.4,4.3,265,2019,12,Thu,FALSE,Winter,FALSE,Moderate
2019-12-20,HRL,12.42,31.45,36.46,2.7,2.1,297,2019,12,Fri,FALSE,Winter,FALSE,Moderate
2019-12-21,HRL,10.98,31.25,40.43,2.1,3.9,245,2019,12,Sat,TRUE,Winter,FALSE,Moderate
2019-12-22,HRL,10.41,21.39,42.38,4.5,2.6,346,2019,12,Sun,TRUE,Winter,FALSE,Moderate
2019-12-23,HRL,10.83,19.99,40.28,3.8,4.4,290,2019,12,Mon,FALSE,Winter,FALSE,Moderate
2019-12-24,HRL,12.48,34.68,28.88,1.9,4.5,99,2019,12,Tue,FALSE,Winter,FALSE,Moderate
2019-12-25,HRL,11.03,37.94,27.99,3.8,3.9,315,2019,12,Wed,FALSE,Winter,FALSE,Moderate
2019-12-26,HRL,14.1,51.84,30.88,-1.4,2.8,167,2019,12,Thu,FALSE,Winter,FALSE,Moderate
2019-12-27,HRL,13.82,44.76,28.35,1.2,6.1,245,2019,12,Fri,FALSE,Winter,FALSE,Moderate
2019-12-28,HRL,12.05,26.58,36.32,2.7,3.7,76,2019,12,Sat,TRUE,Winter,FALSE,Moderate
2019-12-29,HRL,12.18,43.42,28.53,0,5.4,79,2019,12,Sun,TRUE,Winter,FALSE,Moderate
2019-12-30,HRL,19.42,72.67,26.12,6.4,1.4,262,2019,12,Mon,FALSE,Winter,FALSE,Moderate
2019-12-31,HRL,15.32,39.7,43.1,3.1,3.3,230,2019,12,Tue,FALSE,Winter,FALSE,Moderate
2020-01-01,HRL,18.73,52.59,16.69,2.3,1.5,75,2020,1,Wed,FALSE,Winter,FALSE,Moderate
2020-01-02,HRL,14.44,37.93,30.48,1.7,8.1,179,2020,1,Thu,FALSE,Winter,FALSE,Moderate
2020-01-03,HRL,10.89,28.14,36.95,1.1,4.3,101,2020,1,Fri,FALSE,Winter,FALSE,Moderate
2020-01-04,HRL,15.1,39.89,18.73,8.8,5.6,323,2020,1,Sat,TRUE,Winter,FALSE,Moderate
2020-01-05,HRL,5.85,21.29,45.57,0.8,7.1,228,2020,1,Sun,TRUE,Winter,FALSE,Good
2020-01-06,HRL,12.2,38.24,31.3,5.6,2.6,306,2020,1,Mon,FALSE,Winter,FALSE,Moderate
2020-01-07,HRL,9.65,26.49,47.2,0,3.4,135,2020,1,Tue,FALSE,Winter,FALSE,Good
2020-01-08,HRL,13.99,28.79,32.46,2.2,7.5,68,2020,1,Wed,FALSE,Winter,FALSE,Moderate
2020-01-09,HRL,14.92,50.47,32.85,4.4,4.8,71,2020,1,Thu,FALSE,Winter,FALSE,Moderate
2020-01-10,HRL,7.31,15.01,43.03,2.1,3.1,79,2020,1,Fri,FALSE,Winter,FALSE,Good
2020-01-11,HRL,14.37,35.52,40.02,1.2,7.4,135,2020,1,Sat,TRUE,Winter,FALSE,Moderate
2020-01-12,HRL,15.84,60.03,28.66,4.3,3.6,70,2020,1,Sun,TRUE,Winter,FALSE,Moderate
2020-01-13,HRL,13.75,44.73,26.3,2,5.5,273,2020,1,Mon,FALSE,Winter,FALSE,Moderate
2020-01-14,HRL,17.29,47.86,21.13,4.7,6.1,215,2020,1,Tue,FALSE,Winter,FALSE,Moderate
2020-01-15,HRL,6.83,12.54,42.72,-1.2,2.2,36,2020,1,Wed,FALSE,Winter,FALSE,Good
2020-01-16,HRL,13.56,46.01,25.23,5.7,3.8,17,2020,1,Thu,FALSE,Winter,FALSE,Moderate
2020-01-17,HRL,13.81,46.92,36.27,1.4,2.5,307,2020,1,Fri,FALSE,Winter,FALSE,Moderate
2020-01-18,HRL,11.48,27.42,40.43,1.5,3.4,134,2020,1,Sat,TRUE,Winter,FALSE,Moderate
2020-01-19,HRL,12.2,32.91,30.44,0.2,7.5,29,2020,1,Sun,TRUE,Winter,FALSE,Moderate
2020-01-20,HRL,13.92,49.86,36.4,3.4,3.6,217,2020,1,Mon,FALSE,Winter,FALSE,Moderate
2020-01-21,HRL,9.55,12.95,39.9,0.3,2.3,132,2020,1,Tue,FALSE,Winter,FALSE,Good
2020-01-22,HRL,16.88,40.02,40.47,5.6,2.1,256,2020,1,Wed,FALSE,Winter,FALSE,Moderate
2020-01-23,HRL,14.74,35.42,36.2,1.5,4.4,316,2020,1,Thu,FALSE,Winter,FALSE,Moderate
2020-01-24,HRL,11.2,25.84,33.32,3.3,9.9,231,2020,1,Fri,FALSE,Winter,FALSE,Moderate
2020-01-25,HRL,14.69,37.12,21.73,1.7,2.3,260,2020,1,Sat,TRUE,Winter,FALSE,Moderate
2020-01-26,HRL,13.4,34.69,29.51,1.8,5.5,255,2020,1,Sun,TRUE,Winter,FALSE,Moderate
2020-01-27,HRL,13.06,22.31,38.38,0.1,2.5,103,2020,1,Mon,FALSE,Winter,FALSE,Moderate
2020-01-28,HRL,9.23,24.05,48.13,2.7,4.6,48,2020,1,Tue,FALSE,Winter,FALSE,Good
2020-01-29,HRL,15.8,34.87,40.13,1,2.4,313,2020,1,Wed,FALSE,Winter,FALSE,Moderate
2020-01-30,HRL,15.51,41.62,32.37,3.3,3.5,147,2020,1,Thu,FALSE,Winter,FALSE,Moderate
2020-01-31,HRL,20.55,52.53,23.98,0.5,19.5,201,2020,1,Fri,FALSE,Winter,FALSE,Unhealthy (sensitive)
2020-02-01,HRL,9.58,24.63,31.88,2.9,3.7,316,2020,2,Sat,TRUE,Winter,FALSE,Good
2020-02-02,HRL,10.64,34.14,42.14,1.1,4.1,163,2020,2,Sun,TRUE,Winter,FALSE,Moderate
2020-02-03,HRL,7.92,36.12,37.44,1.8,2.8,306,2020,2,Mon,FALSE,Winter,FALSE,Good
2020-02-04,HRL,7.21,20.13,22.72,7.6,5.8,83,2020,2,Tue,FALSE,Winter,FALSE,Good
2020-02-05,HRL,17.21,40.42,22.6,4.5,6.8,290,2020,2,Wed,FALSE,Winter,FALSE,Moderate
2020-02-06,HRL,17.06,46.7,33.52,4.2,2.6,45,2020,2,Thu,FALSE,Winter,FALSE,Moderate
2020-02-07,HRL,8.6,19.1,28.94,4.4,2.6,66,2020,2,Fri,FALSE,Winter,FALSE,Good
2020-02-08,HRL,9.37,24.17,40.37,2.6,3.8,263,2020,2,Sat,TRUE,Winter,FALSE,Good
2020-02-09,HRL,14.31,44.05,35.83,7.2,3.5,358,2020,2,Sun,TRUE,Winter,FALSE,Moderate
2020-02-10,HRL,14.4,57.25,25.67,3.7,3.4,290,2020,2,Mon,FALSE,Winter,FALSE,Moderate
2020-02-11,HRL,9,25.28,39.56,5.1,4.6,96,2020,2,Tue,FALSE,Winter,FALSE,Good
2020-02-12,HRL,7.28,16.71,43.69,5.3,3.6,190,2020,2,Wed,FALSE,Winter,FALSE,Good
2020-02-13,HRL,16.11,48.54,36.43,6.5,8,206,2020,2,Thu,FALSE,Winter,FALSE,Moderate
2020-02-14,HRL,11.58,33.65,30.32,5.2,5.9,208,2020,2,Fri,FALSE,Winter,FALSE,Moderate
